Sales,Quantity,Discount,Profit,DimCustomer.Customer ID,DimProduct.Product ID,DimSales.Sales Rep,Dimlocation.Location ID,Dimship.Ship Date,DimOrder.Order ID
68.04,7,0,19.7316,SC-20725,"TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7",Organic,"19805,Wilmington",15/06/2016,null
2.946,2,0.7,-2.2586,FH-14365,"OFF-BI-10000343,Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Anne Wu,"19120,Philadelphia",13/07/2017,US-2017-124303
16.056,3,0.2,5.8203,FH-14365,"OFF-PA-10002749,Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Anne Wu,"19120,Philadelphia",13/07/2017,US-2017-124303
255.68,8,0.2,76.704,RB-19795,"TEC-AC-10004469,Microsoft Sculpt Comfort Mouse",Jessica Smith,"28205,Charlotte",28/12/2016,US-2016-168620
27.882,3,0.7,-20.4468,RB-19795,"OFF-BI-10001575,GBC Linen Binding Covers",Morris Garcia,"28205,Charlotte",28/12/2016,US-2016-168620
254.24,7,0,76.272,GK-14620,"TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive",Thompson Crawford,"90049,Los Angeles",28/12/2016,US-2016-116729
45.36,7,0,21.7728,GK-14620,"OFF-PA-10002005,Xerox 225",Daniel Gates,"90049,Los Angeles",28/12/2016,US-2016-116729
11.84,4,0.2,3.108,SA-20830,"FUR-FU-10001935,3M Hangers With Command Adhesive",Organic,"97756,Redmond",28/12/2016,CA-2016-167507
21.744,3,0.2,6.795,MB-17305,"OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes",Organic,"44312,Akron",29/06/2017,CA-2017-105074
208.16,1,0,56.2032,SC-20770,"OFF-AP-10002118,1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Anne Wu,"35601,Decatur",15/06/2016,null
16.74,3,0,8.0352,SC-20770,"OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings",Alan Ray,"35601,Decatur",15/06/2016,null
13.23,3,0,6.0858,LC-17140,"OFF-PA-10002615,Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Organic,"94122,San Francisco",21/12/2017,CA-2017-133431
15.24,5,0.2,5.1435,LC-17140,"OFF-BI-10000605,Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Organic,"94122,San Francisco",21/12/2017,CA-2017-133431
35.168,7,0.2,9.6712,HK-14890,"FUR-FU-10002960,Eldon 200 Class Desk Accessories, Burgundy",Mary Gerrard,"37064,Franklin",07/06/2017,CA-2017-126382
1669.6,4,0,116.872,MC-17845,"FUR-TA-10004256,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables",Organic,"89031,North Las Vegas",14/12/2017,CA-2017-148446
302.376,3,0.2,22.6782,JG-15160,"TEC-PH-10002563,Adtran 1202752G1",Organic,"90049,Los Angeles",02/01/2018,CA-2017-118885
725.84,4,0,210.4936,KH-16690,"OFF-ST-10003208,Adjustable Depth Letter/Legal Cart",Jessica Smith,"94110,San Francisco",02/01/2018,CA-2017-163979
15.92,4,0,7.4824,JH-15985,"OFF-BI-10003274,Avery Durable Slant Ring Binders, No Labels",Organic,"48601,Saginaw",07/12/2017,CA-2017-135860
83.92,4,0,5.8744,JH-15985,"OFF-ST-10000642,Tennsco Lockers, Gray",Organic,"48601,Saginaw",07/12/2017,CA-2017-135860
131.98,2,0,35.6346,JH-15985,"TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone",Organic,"48601,Saginaw",07/12/2017,CA-2017-135860
52.29,9,0,16.2099,JH-15985,"OFF-FA-10000134,Advantus Push Pins, Aluminum Head",Organic,"48601,Saginaw",07/12/2017,CA-2017-135860
91.99,1,0,3.6796,JH-15985,"OFF-ST-10001522,Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Organic,"48601,Saginaw",07/12/2017,CA-2017-135860
194.528,2,0.2,24.316,AH-10195,"OFF-AP-10002684,Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Stella Given,"33319,Tamarac",20/12/2016,CA-2016-112697
254.058,7,0.7,-169.372,AH-10195,"OFF-BI-10000778,GBC VeloBinder Electric Binding Machine",Alan Ray,"33319,Tamarac",20/12/2016,CA-2016-112697
961.48,5,0.2,-204.3145,AH-10195,"OFF-SU-10000646,Premier Automatic Letter Opener",Abigail Thompson,"33319,Tamarac",20/12/2016,CA-2016-112697
4.788,3,0.8,-7.9002,CC-12670,"OFF-BI-10002194,Cardinal Hold-It CD Pocket",Organic,"60610,Chicago",20/12/2016,US-2016-100419
107.982,3,0.4,-26.9955,LH-17020,"TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker",Organic,"43229,Columbus",13/02/2015,CA-2015-114923
20.8,2,0.2,6.5,MS-17980,"TEC-AC-10001266,Memorex Micro Travel Drive 8 GB",Jessica Smith,"75220,Dallas",13/02/2015,CA-2015-101007
62.982,3,0.4,-14.6958,VW-21775,"TEC-PH-10002844,Speck Products Candyshell Flip Case",Stella Given,"44256,Medina",09/01/2015,CA-2015-146262
23.68,2,0.2,8.88,VW-21775,"OFF-LA-10004544,Avery 505",Jessica Smith,"44256,Medina",09/01/2015,CA-2015-146262
452.45,5,0.5,-244.323,VW-21775,"FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine",Alan Ray,"44256,Medina",09/01/2015,CA-2015-146262
1188,9,0.7,-950.4,VW-21775,"TEC-MA-10000864,Cisco 9971 IP Video Phone Charcoal",Abigail Thompson,"44256,Medina",09/01/2015,CA-2015-146262
89.584,2,0.2,4.4792,VW-21775,"TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive",Stella Given,"44256,Medina",09/01/2015,CA-2015-146262
107.772,2,0.3,-29.2524,JD-16060,"FUR-CH-10003396,Global Deluxe Steno Chair",Organic,"77095,Houston",29/03/2015,US-2015-125374
19.776,4,0.7,-13.8432,JB-15925,"OFF-BI-10002852,Ibico Standard Transparent Covers",Organic,"43017,Dublin",27/12/2015,CA-2015-169397
5.584,2,0.2,1.8148,JB-15925,"OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips",Organic,"43017,Dublin",27/12/2015,CA-2015-169397
22.704,6,0.2,8.2302,JB-15925,"OFF-PA-10004000,While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Organic,"43017,Dublin",27/12/2015,CA-2015-169397
72.704,4,0.2,19.0848,JB-15925,"FUR-FU-10000087,Executive Impressions 14"" Two-Color Numerals Wall Clock",Organic,"43017,Dublin",27/12/2015,CA-2015-169397
479.988,4,0.7,-383.9904,JB-15925,"TEC-MA-10001148,Swingline SM12-08 MicroCut Jam Free Shredder",Organic,"43017,Dublin",27/12/2015,CA-2015-169397
27.168,2,0.2,2.7168,JB-15925,"OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners",Organic,"43017,Dublin",27/12/2015,CA-2015-169397
41.4,4,0,19.872,JK-16120,"OFF-LA-10002043,Avery 489",Sheila Stones,"55122,Eagan",16/08/2015,CA-2015-130022
3.75,1,0,1.8,JK-16120,"OFF-LA-10002787,Avery 480",Sheila Stones,"55122,Eagan",16/08/2015,CA-2015-130022
2.2,1,0,0.968,DS-13180,"OFF-AR-10001026,Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Thompson Crawford,"48227,Detroit",16/08/2015,CA-2015-163055
622.45,5,0,136.939,DS-13180,"FUR-TA-10003748,Bevis 36 x 72 Conference Tables",Jimmy Grey,"48227,Detroit",16/08/2015,CA-2015-163055
21.98,1,0,0.2198,DS-13180,"OFF-ST-10002485,Rogers Deluxe File Chest",Sheila Stones,"48227,Detroit",16/08/2015,CA-2015-163055
161.568,2,0.2,-28.2744,VD-21670,"FUR-CH-10004860,Global Low Back Tilter Chair",Organic,"38401,Columbia",04/03/2015,US-2015-145436
389.696,8,0.2,43.8408,VD-21670,"FUR-CH-10004477,Global Push Button Manager's Chair, Indigo",Organic,"38401,Columbia",04/03/2015,US-2015-145436
233.86,2,0.45,-102.048,CS-12400,"FUR-TA-10001705,Bush Advantage Collection Round Conference Table",Organic,"33614,Tampa",12/04/2017,US-2017-100930
620.6145,3,0.45,-248.2458,CS-12400,"FUR-TA-10003473,Bretford Rectangular Conference Table Tops",Organic,"33614,Tampa",12/04/2017,US-2017-100930
5.328,2,0.7,-3.552,CS-12400,"OFF-BI-10001679,GBC Instant Index System for Binding Systems",Organic,"33614,Tampa",12/04/2017,US-2017-100930
258.072,3,0.2,0,CS-12400,"FUR-FU-10004017,Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Organic,"33614,Tampa",12/04/2017,US-2017-100930
617.976,3,0.2,-7.7247,CS-12400,"TEC-AC-10003832,Logitech P710e Mobile Speakerphone",Erica Jones,"33614,Tampa",12/04/2017,US-2017-100930
124.608,4,0.2,-23.364,JS-15940,"OFF-ST-10003479,Eldon Base for stackable storage shelf, platinum",Daniel Gates,"19134,Philadelphia",09/06/2016,US-2016-134908
2001.86,7,0,580.5394,DW-13480,"FUR-CH-10004063,Global Deluxe High-Back Manager's Chair",Organic,"55044,Lakeville",06/06/2014,CA-2014-131926
25.92,4,0,12.4416,DW-13480,"OFF-PA-10000061,Xerox 205",Jimmy Grey,"55044,Lakeville",06/06/2014,CA-2014-131926
166.72,2,0,41.68,DW-13480,"OFF-ST-10002276,Safco Steel Mobile File Cart",Organic,"55044,Lakeville",06/06/2014,CA-2014-131926
47.88,6,0,23.94,DW-13480,"OFF-PA-10004082,Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Organic,"55044,Lakeville",06/06/2014,CA-2014-131926
1503.25,5,0,496.0725,DW-13480,"OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room",Organic,"55044,Lakeville",06/06/2014,CA-2014-131926
3347.37,13,0,636.0003,KC-16540,"TEC-AC-10003832,Logitech P710e Mobile Speakerphone",Organic,"92037,San Diego",17/09/2016,CA-2016-145625
7.61,1,0,3.5767,KC-16540,"OFF-PA-10004569,Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Organic,"92037,San Diego",17/09/2016,CA-2016-145625
53.92,5,0.2,4.044,DR-12880,"OFF-ST-10001590,Tenex Personal Project File with Scoop Front Design, Black",Steve Pepple,"60623,Chicago",04/12/2015,US-2015-159982
12.132,9,0.6,-8.4924,DR-12880,"FUR-FU-10002505,Eldon 100 Class Desk Accessories",Anne Wu,"60623,Chicago",04/12/2015,US-2015-159982
82.368,2,0.2,-19.5624,DR-12880,"OFF-ST-10004804,Belkin 19"" Vented Equipment Shelf, Black",Daniel Gates,"60623,Chicago",04/12/2015,US-2015-159982
647.904,6,0.2,56.6916,DR-12880,"TEC-PH-10001580,Logitech Mobile Speakerphone P710e - speaker phone",Daniel Gates,"60623,Chicago",04/12/2015,US-2015-159982
1.624,2,0.8,-4.466,Dl-13600,"OFF-AP-10002203,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac",Jimmy Grey,"77506,Pasadena",12/06/2017,US-2017-155299
3059.982,3,0.4,-509.997,SB-20290,"TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer",Steve Pepple,"77036,Houston",21/09/2014,US-2014-106992
2519.958,7,0.4,-251.9958,SB-20290,"TEC-MA-10003353,Xerox WorkCentre 6505DN Laser Multifunction Printer",Abigail Thompson,"77036,Houston",21/09/2014,US-2014-106992
5.892,4,0.7,-4.1244,AG-10765,"OFF-BI-10003712,Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Anne Wu,"19120,Philadelphia",21/09/2014,US-2014-158638
18.392,1,0.2,5.2877,DB-13210,"TEC-AC-10000171,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Organic,"77041,Houston",26/03/2015,CA-2015-157812
129.568,2,0.2,-25.9136,DB-13210,"OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black",Organic,"77041,Houston",26/03/2015,CA-2015-157812
14.112,9,0.8,-21.168,DB-13210,"OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal",Organic,"77041,Houston",26/03/2015,CA-2015-157812
328.224,4,0.2,28.7196,RC-19825,"TEC-PH-10001433,Cisco Small Business SPA 502G VoIP phone",Organic,"60610,Chicago",13/06/2016,CA-2016-125318
4.928,4,0.6,-1.4784,SV-20815,"FUR-FU-10001706,Longer-Life Soft White Bulbs",Steve Pepple,"77041,Houston",24/09/2015,CA-2015-126697
151.2,3,0.2,32.13,SV-20815,"TEC-AC-10004353,Hypercom P1300 Pinpad",Alan Ray,"77041,Houston",24/09/2015,CA-2015-126697
79.9,2,0,35.156,AH-10210,"TEC-AC-10004469,Microsoft Sculpt Comfort Mouse",Organic,"94513,Brentwood",15/11/2015,CA-2015-155040
7.56,6,0,0.3024,PG-18895,"OFF-FA-10003472,Bagged Rubber Bands",Organic,"7960,Morristown",28/01/2016,CA-2016-111010
60.416,2,0.2,6.0416,TB-21175,"OFF-ST-10000777,Companion Letter/Legal File, Black",Sheila Stones,"77041,Houston",13/12/2014,CA-2014-104773
37.008,6,0.2,11.565,MR-17545,"OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill",Stella Given,"10024,New York City",30/08/2017,US-2017-139465
62.96,4,0,28.332,DL-13495,"OFF-EN-10002986,#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Steve Pepple,"10024,New York City",05/05/2017,CA-2017-151911
275.94,6,0,80.0226,NM-18445,"TEC-PH-10004093,Panasonic Kx-TS550",Organic,"10024,New York City",09/11/2014,CA-2014-164973
43.57,1,0,13.071,NM-18445,"OFF-ST-10002974,Trav-L-File Heavy-Duty Shuttle II, Black",Organic,"10024,New York City",09/11/2014,CA-2014-164973
135.882,1,0.1,24.1568,NM-18445,"FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair",Mary Gerrard,"10024,New York City",09/11/2014,CA-2014-164973
3991.98,2,0,1995.99,NM-18445,"TEC-MA-10002927,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier",Organic,"10024,New York City",09/11/2014,CA-2014-164973
360,4,0,129.6,NM-18445,"TEC-AC-10000892,NETGEAR N750 Dual Band Wi-Fi Gigabit Router",Jimmy Grey,"10024,New York City",09/11/2014,CA-2014-164973
219.075,3,0.5,-131.445,JH-15910,"FUR-TA-10002533,BPI Conference Tables",Organic,"60623,Chicago",23/11/2017,US-2017-152380
26.8,2,0,12.864,AS-10225,"FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp",Alan Ray,"10024,New York City",09/05/2015,CA-2015-144253
9.84,3,0,2.8536,KB-16600,"OFF-AR-10003651,Newell 350",Steve Pepple,"48180,Taylor",04/01/2015,CA-2014-130960
15.28,2,0,7.4872,ZC-21910,"OFF-EN-10001219,#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Organic,"90045,Los Angeles",11/11/2017,null
8.73,1,0,2.9682,ZC-21910,"FUR-FU-10001424,Dax Clear Box Frame",Organic,"90045,Los Angeles",11/11/2017,null
1573.488,7,0.2,196.686,PC-18745,"FUR-BO-10002613,Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Abigail Thompson,"13601,Watertown",04/01/2015,CA-2014-150245
14.592,3,0.2,2.5536,AB-10165,"OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters",Organic,"43615,Toledo",17/04/2017,CA-2017-144932
13.872,3,0.2,5.0286,AB-10165,"OFF-PA-10004971,Xerox 196",Organic,"43615,Toledo",17/04/2017,CA-2017-144932
89.856,3,0.2,21.3408,AB-10165,"OFF-AR-10001468,Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Organic,"43615,Toledo",17/04/2017,CA-2017-144932
9.664,2,0.2,3.2616,JL-15175,"OFF-PA-10001560,Adams Telephone Message Books, 5 1/4” x 11”",Steve Pepple,"38401,Columbia",11/11/2017,null
379.4,10,0,178.318,SR-20740,"OFF-PA-10000482,Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Organic,"10024,New York City",29/10/2016,CA-2016-132661
15.136,4,0.2,3.5948,BP-11185,"FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",Erica Jones,"80004,Arvada",14/09/2016,CA-2016-142902
466.768,2,0.2,52.5114,BP-11185,"FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs",Daniel Gates,"80004,Arvada",14/09/2016,CA-2016-142902
15.232,1,0.2,1.7136,BP-11185,"FUR-FU-10001756,Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Daniel Gates,"80004,Arvada",14/09/2016,CA-2016-142902
6.264,3,0.2,2.0358,BP-11185,"OFF-LA-10000634,Avery 509",Steve Pepple,"80004,Arvada",14/09/2016,CA-2016-142902
5.96,2,0,1.6688,EM-14065,"OFF-AR-10002053,Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Organic,"10024,New York City",27/07/2014,CA-2014-127691
159.98,2,0,57.5928,EM-14065,"TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse",Organic,"10024,New York City",27/07/2014,CA-2014-127691
8.16,5,0.7,-5.712,AG-10900,"OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels",Organic,"85705,Tucson",27/07/2014,US-2014-119137
1023.936,8,0.2,179.1888,AG-10900,"TEC-AC-10003911,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router",Organic,"85705,Tucson",27/07/2014,US-2014-119137
9.24,1,0.2,0.924,AG-10900,"OFF-AR-10000658,Newell 324",Organic,"85705,Tucson",27/07/2014,US-2014-119137
479.04,10,0.2,-29.94,AG-10900,"TEC-AC-10002076,Microsoft Natural Keyboard Elite",Organic,"85705,Tucson",27/07/2014,US-2014-119137
6.48,1,0,3.1104,AP-10915,"OFF-PA-10002105,Xerox 223",Organic,"90045,Los Angeles",03/10/2014,CA-2014-146969
87.54,3,0,37.6422,TS-21205,"FUR-FU-10001588,Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Alan Ray,"7601,Hackensack",03/10/2014,CA-2014-120887
10.688,2,0.2,3.7408,KD-16495,"OFF-PA-10001804,Xerox 195",Thompson Crawford,"28314,Fayetteville",03/10/2014,CA-2014-125136
178.384,2,0.2,22.298,AG-10525,"TEC-PH-10002398,AT&T 1070 Corded Phone",Morris Garcia,"33710,Saint Petersburg",16/08/2014,CA-2014-167850
15.552,3,0.2,5.4432,AG-10525,"OFF-PA-10001937,Xerox 21",Stella Given,"33710,Saint Petersburg",16/08/2014,CA-2014-167850
99.136,4,0.2,8.6744,SP-20860,"OFF-AR-10003373,Boston School Pro Electric Pencil Sharpener, 1670",Steve Pepple,"19143,Philadelphia",30/12/2014,CA-2014-164259
207.846,3,0.1,2.3094,CV-12805,"FUR-CH-10003396,Global Deluxe Steno Chair",Morris Garcia,"10024,New York City",23/01/2017,CA-2017-157252
1242.9,5,0.1,262.39,HP-14815,"FUR-CH-10004287,SAFCO Arco Folding Chair",Mary Gerrard,"10024,New York City",02/12/2017,CA-2017-111689
68.472,3,0.2,23.1093,HP-14815,"OFF-BI-10003984,Lock-Up Easel 'Spel-Binder'",Stella Given,"10024,New York City",02/12/2017,CA-2017-111689
1007.232,6,0.2,75.5424,RB-19795,"FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base",Alan Ray,"19120,Philadelphia",02/12/2017,US-2017-110576
25.344,6,0.2,7.92,RB-19795,"OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)",Stella Given,"19120,Philadelphia",02/12/2017,US-2017-110576
23.952,2,0.2,2.3952,TT-21460,"OFF-ST-10002406,Pizazz Global Quick File",Thompson Crawford,"60505,Aurora",27/04/2016,CA-2016-109057
258.696,3,0.2,64.674,CA-12055,"TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System",Steve Pepple,"77070,Houston",27/04/2016,CA-2016-168081
71.992,1,0.2,-0.8999,JK-15205,"FUR-CH-10003061,Global Leather Task Chair, Black",Organic,"94122,San Francisco",05/11/2017,CA-2017-123491
1702.12,14,0,510.636,JK-15205,"OFF-AP-10002684,Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Organic,"94122,San Francisco",05/11/2017,CA-2017-123491
19.9,5,0,6.567,JK-15205,"OFF-AR-10003514,4009 Highlighters by Sanford",Organic,"94122,San Francisco",05/11/2017,CA-2017-123491
15.992,1,0.2,0.9995,DJ-13510,"FUR-FU-10001967,Telescoping Adjustable Floor Lamp",Anne Wu,"37130,Murfreesboro",05/11/2017,CA-2017-153339
3.528,1,0.2,1.1466,SS-20875,"OFF-PA-10002615,Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Organic,"75220,Dallas",01/09/2016,US-2016-146710
51.52,5,0.2,-10.948,SS-20875,"OFF-SU-10004498,Martin-Yale Premier Letter Opener",Organic,"75220,Dallas",01/09/2016,US-2016-146710
4.624,1,0.2,1.6762,SS-20875,"OFF-PA-10004971,Xerox 196",Organic,"75220,Dallas",01/09/2016,US-2016-146710
55.168,4,0.2,6.2064,SS-20875,"OFF-SU-10004261,Fiskars 8"" Scissors, 2/Pack",Organic,"75220,Dallas",01/09/2016,US-2016-146710
290.898,3,0.4,-67.8762,PO-18850,"TEC-PH-10003645,Aastra 57i VoIP phone",Organic,"19143,Philadelphia",01/09/2016,US-2016-141544
54.224,2,0.2,3.389,PO-18850,"OFF-ST-10000675,File Shuttle II and Handi-File, Black",Organic,"19143,Philadelphia",01/09/2016,US-2016-141544
786.744,4,0.3,-258.5016,PO-18850,"FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs",Organic,"19143,Philadelphia",01/09/2016,US-2016-141544
100.24,10,0.2,33.831,PO-18850,"OFF-LA-10001074,Round Specialty Laser Printer Labels",Organic,"19143,Philadelphia",01/09/2016,US-2016-141544
37.764,6,0.7,-27.6936,PO-18850,"OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern",Organic,"19143,Philadelphia",01/09/2016,US-2016-141544
82.8,2,0.4,-20.7,JL-15850,"TEC-PH-10004614,AT&T 841000 Phone",Organic,"19134,Philadelphia",29/04/2016,US-2016-150147
20.724,2,0.7,-13.816,JL-15850,"OFF-BI-10001153,Ibico Recycled Grain-Textured Covers",Organic,"19134,Philadelphia",29/04/2016,US-2016-150147
4.896,3,0.7,-3.4272,JL-15850,"OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels",Organic,"19134,Philadelphia",29/04/2016,US-2016-150147
4.752,1,0.2,1.6038,DB-13615,"OFF-BI-10001922,Storex Dura Pro Binders",Organic,"90045,Los Angeles",04/09/2015,CA-2015-137946
959.984,2,0.2,335.9944,DB-13615,"TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier",Organic,"90045,Los Angeles",04/09/2015,CA-2015-137946
14.368,4,0.2,4.49,DB-13615,"OFF-BI-10004140,Avery Non-Stick Binders",Organic,"90045,Los Angeles",04/09/2015,CA-2015-137946
4.96,4,0,2.3312,KL-16645,"OFF-FA-10000490,OIC Binder Clips, Mini, 1/4"" Capacity, Black",Organic,"84041,Layton",26/06/2015,CA-2015-128167
47.976,3,0.2,4.7976,CC-12550,"TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5",Organic,"94122,San Francisco",19/06/2017,CA-2017-169901
115.296,3,0.2,40.3536,JK-15730,"OFF-PA-10001790,Xerox 1910",Organic,"28540,Jacksonville",17/11/2015,null
24.56,2,0,11.5432,TD-20995,"OFF-PA-10000249,Easy-staple paper",Organic,"1852,Lowell",12/07/2017,CA-2017-134306
7.56,3,0,3.0996,TD-20995,"OFF-AR-10004027,Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Organic,"1852,Lowell",12/07/2017,CA-2017-134306
12.96,2,0,4.1472,TD-20995,"OFF-AR-10001374,BIC Brite Liner Highlighters, Chisel Tip",Organic,"1852,Lowell",12/07/2017,CA-2017-134306
6.79,1,0,2.3086,AB-10060,"TEC-AC-10000290,Sabrent 4-Port USB 2.0 Hub",Organic,"10009,New York City",03/09/2016,CA-2016-129714
24.56,2,0,11.5432,AB-10060,"OFF-PA-10001970,Xerox 1881",Organic,"10009,New York City",03/09/2016,CA-2016-129714
49.12,4,0,23.0864,AB-10060,"OFF-PA-10001970,Xerox 1881",Organic,"10009,New York City",03/09/2016,CA-2016-129714
3.048,1,0.2,1.0668,AB-10060,"OFF-BI-10002160,Acco Hanging Data Binders",Erica Jones,"10009,New York City",03/09/2016,CA-2016-129714
4355.168,4,0.2,1415.4296,AB-10060,"OFF-BI-10004995,GBC DocuBind P400 Electric Binding System",Organic,"10009,New York City",03/09/2016,CA-2016-129714
388.704,6,0.2,-4.8588,JL-15505,"FUR-BO-10002268,Sauder Barrister Bookcases",Organic,"10035,New York City",13/04/2016,CA-2016-138520
8.26,2,0,3.7996,JL-15505,"OFF-EN-10001137,#10 Gummed Flap White Envelopes, 100/Box",Organic,"10035,New York City",13/04/2016,CA-2016-138520
17.04,4,0,6.9864,JL-15505,"OFF-AR-10002399,Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Organic,"10035,New York City",13/04/2016,CA-2016-138520
34.4,5,0,15.824,JL-15505,"OFF-PA-10002713,Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Organic,"10035,New York City",13/04/2016,CA-2016-138520
35.352,9,0.2,12.8151,EB-13750,"OFF-BI-10003712,Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Mary Gerrard,"98103,Seattle",13/04/2016,CA-2016-126809
647.84,8,0,168.4384,VB-21745,"OFF-AP-10001124,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection",Alan Ray,"31907,Columbus",11/03/2017,CA-2017-155698
20.7,2,0,9.936,VB-21745,"OFF-LA-10001158,Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Morris Garcia,"31907,Columbus",11/03/2017,CA-2017-155698
20.7,2,0,9.936,KW-16435,"OFF-LA-10001158,Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Organic,"10009,New York City",01/10/2017,CA-2017-144904
488.646,3,0.1,86.8704,KW-16435,"FUR-CH-10000785,Global Ergonomic Managers Chair",Organic,"10009,New York City",01/10/2017,CA-2017-144904
5.56,2,0,1.4456,KW-16435,"OFF-AR-10003732,Newell 333",Organic,"10009,New York City",01/10/2017,CA-2017-144904
47.12,8,0,20.7328,KW-16435,"FUR-FU-10000023,Eldon Wave Desk Accessories",Organic,"10009,New York City",01/10/2017,CA-2017-144904
10.824,3,0.2,2.5707,GT-14710,"OFF-FA-10004248,Advantus T-Pin Paper Clips",Organic,"77070,Houston",28/11/2017,null
284.364,2,0.4,-75.8304,EB-13705,"FUR-TA-10001539,Chromcraft Rectangular Conference Tables",Sheila Stones,"44312,Akron",24/10/2017,CA-2017-147277
665.408,2,0.2,66.5408,EB-13705,"OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer",Mary Gerrard,"44312,Akron",24/10/2017,CA-2017-147277
1043.92,4,0,271.4192,MK-17905,"FUR-BO-10002545,Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Alan Ray,"6040,Manchester",21/10/2016,CA-2016-155516
